ID,Cycle,value,SampleID,Sample,Site,Region,Island,CTUM_cover,Notes,Filtration,Exposure,Method,Depth_m,PlateID,Project,Plate,Threshold,E,Primer
P0002,1,8.179233501,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,26,326.9436717,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,21,7.161825525,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,16,-1.874468562,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,19,-1.841688693,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,7,1.052973458,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,24,83.16785983,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,10,-1.978307121,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,27,621.5690532,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,23,36.08402731,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,13,-5.114765283,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,18,-4.613417072,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,22,15.32411551,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,20,-0.844351117,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,,,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,15,-3.028628291,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,5,6.960891518,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,6,1.369678086,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,29,2065.349901,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,8,1.431786925,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,28,1168.650444,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,14,-5.998219609,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0002,11,-4.979011783,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A2,Passive,1,1479,2.101,CT_v1
P0003,30,7897.013774,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,26,2729.46605,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,12,-7.348769187,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,25,1537.178699,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,3,12.77956366,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,18,0.229766404,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,7,0.638527317,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,24,811.3882861,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,4,11.55543213,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,17,-4.962843581,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,8,-0.060362386,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,19,8.301261217,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,14,-7.693493815,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,2,13.42575502,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,21,94.31971645,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,27,4382.318103,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,22,201.8224745,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,10,-7.556644141,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,16,-13.50886645,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,5,8.649137794,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,28,5900.279088,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,23,415.0838993,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,6,4.334563562,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,13,-8.495594648,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,20,41.8955774,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,,,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,11,-4.00869077,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,9,-0.731373223,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,1,20.71112643,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,15,-9.509260447,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0003,29,7079.312676,K02A1,1,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A3,Passive,1,1479,2.101,CT_v1
P0004,3,-0.262112184,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,18,-4.761232933,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,16,2.730358552,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,30,726.0988012,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,12,-1.692795655,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,21,1.43684116,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,13,0.50395775,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,26,44.13945102,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,17,0.536354924,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,23,2.755369664,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,25,21.89001464,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,8,1.021184225,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,4,0.318104476,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,20,-2.903736595,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,,,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,2,3.458217832,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,24,3.676872371,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,19,2.551426681,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,7,0.915037554,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,5,3.476172867,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,9,0.247867165,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,27,95.11971633,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,6,-1.835107437,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,28,191.370841,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,14,2.662468827,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,29,376.0753467,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,11,1.053045278,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,22,1.727917376,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,1,5.717332845,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,10,2.643001625,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0004,15,-1.819760775,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A4,Passive,1,1479,2.101,CT_v1
P0005,8,1.662949286,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,18,-0.30283655,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,26,1889.844879,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,17,-5.205421726,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,7,-2.094880981,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,12,-2.946392455,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,13,-2.52831439,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,19,8.885871396,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,27,3248.070004,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,11,-2.498189479,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,4,8.561282496,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,21,60.11018981,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,28,4933.509481,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,30,7659.478389,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,5,1.024921344,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,29,6403.978943,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,25,1021.770891,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,22,131.0331208,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,2,13.70731586,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,,,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,14,-8.446642514,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,23,267.1621843,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,3,10.74587744,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,1,22.95246531,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,16,-8.648070732,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,20,28.33199,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,9,-1.125690377,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,15,-6.673990042,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,6,6.163884747,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,24,529.4269937,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0005,10,-0.155222198,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A5,Passive,1,1479,2.101,CT_v1
P0006,9,5.491520743,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,13,-3.181902458,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,11,-1.081584985,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,17,2.424212984,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,12,-3.077481009,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,20,-1.134769803,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,23,3.221447265,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,22,-2.895015207,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
P0006,3,0.144430432,K02A2,2,K02,PMNM,Kuaihelani,1,MCE,Passive,15,Cotton/Buoy,3.6576,A6,Passive,1,1479,2.101,CT_v1
